30.4,33.08888888888889,35.0,2,0.3072,0.10600000000000001,26.0,1
30.8,33.18181818181818,19.0,3,0.316,0.125,30.0,0
32.8,33.41860465116279,39.0,2,0.3386,0.3335,20.0,1
31.0,33.333333333333336,26.0,2,0.33280000000000004,0.20850000000000002,36.0,1
30.0,33.292682926829265,33.0,3,0.3562,0.0,33.0,1
33.8,33.425,26.0,4,0.3832,0.20850000000000002,29.0,0
32.8,33.48717948717949,35.0,3,0.3704,0.20850000000000002,29.0,1
32.6,33.5,40.0,2,0.36279999999999996,0.20850000000000002,32.0,1
35.2,33.648648648648646,30.0,2,0.40359999999999996,0.0,27.0,1
36.2,33.75,33.75,2,0.3944,0.0,32.0,0
32.8,33.371428571428574,33.371428571428574,1,0.3666,0.0,43.0,1
33.6,33.588235294117645,33.588235294117645,2,0.3794,0.375,27.0,0
34.4,33.63636363636363,33.63636363636363,2,0.3952,0.0,29.0,1
34.6,33.40625,44.0,2,0.3752,0.0,44.0,0
30.8,33.354838709677416,38.0,2,0.37639999999999996,0.0,39.0,0
32.2,33.46666666666667,59.0,2,0.3988,0.14150000000000001,33.0,0
35.8,33.58620689655172,16.0,2,0.42060000000000003,0.225,28.0,1
35.6,33.5,22.0,2,0.426,0.0,37.0,0
36.0,33.18518518518518,37.0,2,0.43099999999999994,0.0,40.0,1
37.2,33.84615384615385,33.84615384615385,2,0.41580000000000006,0.5730000000000001,17.0,0
35.4,33.72,33.72,2,0.3908,0.216,34.0,1
32.6,33.125,33.125,2,0.371,0.5225,45.0,1
31.8,33.04347826086956,33.04347826086956,3,0.34520000000000006,0.3065,33.0,1
33.6,32.54545454545455,32.54545454545455,2,0.354,0.3065,43.0,1
36.8,33.04761904761905,33.04761904761905,2,0.35420000000000007,0.5225,23.0,0
39.0,33.3,31.0,3,0.3864,0.491,32.0,0
39.2,33.26315789473684,33.26315789473684,2,0.37860000000000005,0.707,36.0,0
36.8,33.388888888888886,33.388888888888886,1,0.3758,0.47450000000000003,32.0,0
32.2,32.23529411764706,32.23529411764706,2,0.3538,0.3065,54.0,0
31.0,31.875,31.875,2,0.37320000000000003,0.6005,34.0,1
29.6,31.4,31.4,2,0.3665999999999999,0.509,37.0,1
34.4,31.142857142857142,31.142857142857142,2,0.39659999999999995,1.002,33.0,1
39.0,32.07692307692308,32.07692307692308,3,0.4096,1.002,21.0,0
38.2,32.25,34.0,3,0.4204,1.002,34.0,0
38.4,32.27272727272727,32.27272727272727,2,0.4208,1.275,28.0,1
37.0,32.3,15.0,4,0.4034000000000001,0.6955,28.0,1
31.4,29.333333333333332,29.333333333333332,2,0.3558,0.2955,63.0,0
28.2,27.75,26.0,3,0.3438,0.2955,43.0,0
31.0,28.0,28.0,3,0.3452,0.6955,30.0,0
27.4,27.166666666666668,27.166666666666668,2,0.3392,0.1225,34.0,0
27.6,27.6,27.6,3,0.3384,0.0,22.0,1
26.75,26.75,26.75,3,0.356,0.0,35.0,0
27.0,27.0,27.0,3,0.36366666666666664,0.0,30.0,0
20.5,20.5,20.5,2,0.3355,0.0,38.0,1
26.0,26.0,26.0,4,0.329,0.0,16.0,0
22.2,24.791666666666668,40.0,2,0.233,0.7635000000000001,34.0,0
21.2,24.70212765957447,17.0,2,0.2136,0.7855000000000001,26.0,1
22.2,24.804347826086957,27.5,3,0.22240000000000001,0.47100000000000003,21.0,0
25.6,25.044444444444444,24.0,2,0.25420000000000004,0.0,13.0,1
28.4,25.113636363636363,26.0,2,0.2644,0.16999999999999998,20.0,1
26.6,25.093023255813954,28.5,3,0.25680000000000003,0.0,22.0,1
26.0,25.11904761904762,25.11904761904762,2,0.2684,0.091,25.0,0
23.8,25.121951219512194,32.0,3,0.24160000000000004,0.452,21.0,1
23.2,24.975,24.0,3,0.23220000000000002,0.091,33.0,0
18.4,24.692307692307693,23.666666666666668,4,0.22159999999999996,0.091,40.0,0
19.8,24.894736842105264,24.894736842105264,2,0.24699999999999997,0.175,19.0,0
21.6,25.0,41.0,2,0.2298,0.091,17.0,1
22.6,25.305555555555557,26.333333333333332,4,0.2506,0.091,12.0,1
25.0,25.228571428571428,25.228571428571428,2,0.2818,0.091,30.0,0
26.6,25.61764705882353,19.0,3,0.267,0.091,13.0,0
30.0,25.666666666666668,25.666666666666668,3,0.2618,0.091,25.0,0
29.8,25.53125,29.0,2,0.2844,0.29100000000000004,28.0,1
28.6,25.741935483870968,25.741935483870968,2,0.27759999999999996,0.091,22.0,0
28.6,25.266666666666666,20.0,2,0.25859999999999994,0.5275,44.0,0
29.6,25.448275862068964,25.448275862068964,2,0.2858,0.2945,16.0,1
30.0,24.892857142857142,24.892857142857142,2,0.3062,0.0,42.0,0
30.4,24.74074074074074,21.0,4,0.31120000000000003,0.0,30.0,0
34.4,25.192307692307693,25.192307692307693,3,0.3538,0.5359999999999999,14.0,0
30.2,24.6,24.6,2,0.3296,0.308,38.0,1
31.6,24.583333333333332,27.0,4,0.33340000000000003,0.308,24.0,1
27.8,23.782608695652176,23.782608695652176,2,0.3032,0.308,39.0,1
25.0,23.454545454545453,19.5,4,0.2758,0.217,33.0,0
24.8,23.0,9.0,4,0.2778,0.217,31.0,1
24.8,23.2,23.2,2,0.28099999999999997,0.217,20.0,0
26.2,22.736842105263158,22.736842105263158,3,0.2728,0.308,33.0,0
27.6,22.666666666666668,22.666666666666668,2,0.2842,0.308,27.0,0
25.8,23.0,32.0,4,0.2604,0.308,15.0,1
25.2,22.4375,22.4375,4,0.2484,0.584,36.0,0
26.2,22.666666666666668,22.666666666666668,3,0.28040000000000004,0.493,17.0,1
23.6,21.5,17.0,3,0.2914,0.9550000000000001,43.0,0
21.6,20.76923076923077,20.76923076923077,2,0.28300000000000003,0.432,30.0,1
23.0,21.833333333333332,21.833333333333332,2,0.3134,0.7535000000000001,9.0,0
21.8,21.181818181818183,21.181818181818183,2,0.2942,0.5075000000000001,27.0,1
19.4,20.9,20.9,1,0.26539999999999997,0.5075000000000001,27.0,0
20.4,20.333333333333332,21.0,3,0.2538,0.7505,22.0,1
18.0,20.25,20.25,3,0.22420000000000004,0.7505,23.0,0
18.8,21.0,19.0,3,0.2092,0.8599999999999999,18.0,0
19.4,20.666666666666668,31.0,4,0.21319999999999997,0.0,26.0,0
22.4,22.4,27.0,4,0.2138,0.11699999999999999,8.0,1
20.25,20.25,20.25,4,0.2025,0.2585,28.0,1
